georgian,english
ა Clash Royale.,Clash Royale.
Festool.,Festool.
Portland.,Portland.
კურო.,Taurus.
სნოუ პლაზა.,Snow Plaza.
Las Palmas.,Las Palmas.
კობის.,Kobi.
ამ Forex Robot.,this Forex Robot.
Rikoooo.,Rikoooo.
Hirtshals.,Hirtshals.
MEP.,MEP.
A1.,A1.
Dedoflistskharo district.,Dedoflistskharo.
Gamiss.,Gamiss.
პეკინი - ჩინეთის ეროვნული კონვენციის ცენტრი.,Beijing - China National Convention Center.
CNCC.,CNCC.
ილინოისის.,Illinois.
ფონდი.,SRNSFG.
ადრიანეს Arch პარლამენტის.,the Hadrian ’s Arch the Parliament.
Chengdu Century ქალაქი ახალი საერთაშორისო კონვენცია და საგამოფენო ცენტრი.,Chengdu Century City New International Convention Exhibition Center.
Colin Stevens.,Colin Stevens.
Word.,Word.
Snapchat.,Snapchat.
Yingwu Ave.,Yingwu.
თამაში.,GameRigth Now com.
Aquarians.,Aquarians.
Harwich.,Harwich.
Mariehamn.,Mariehamn.
Weymouth.,Weymouth.
ფილისტიმელები.,Philistines.
იუნკერი.,Juncker.
Holyhead.,Holyhead.
Outlook.,Outlook.
საერთაშორისო სამეცნიერო პრაქტიკული კონფერენცია.,International Scientific and Practical Conference.
CrazyBulk.,CrazyBulk.
Ronne.,Ronne.
Dubrovnik.,Dubrovnik.
Northlink Ferries.,Northlink Ferries.
რუკა.,Map.
Marburg.,Marburg.
Tory.,Tory.
Chen lu.,Chen lu.
ატლანტაშ.,atlanta.
Sakaiminato.,Sakaiminato.
MyoGen.,MyoGen.
Newhaven.,Newhaven.
Shengyu.,Shengyu.
Schulz.,Schulz.
Brexit.,Brexit.
York.,York.
Martin ბანკები.,Martin Banks.
ტუნისში.,Tunis.
კონტაქტი.,the Contact Us.
რუსეთ.,Russia.
იტალი.,Italy.
ესპანეთ ი.,Spain.
იაპონიაშ.,Japan.
ესპანეთი.,Spanish.
სახლის.,House.
მოსკოვშ.,Moscow.
ახალ ზელანდიაში.,New Zealand.
ახალი ზელანდიის.,New Zealand.
კვიპროსში.,Cyprus.
ბაკურიანშ ი.,Bakuriani.
სერბეთში.,Serbia.
Sihanoukville to.,Sihanoukville.
ირანულ.,Iranian.
გუდაურის.,Gudauri.
ჰელსინკი.,Helsinki.
მილანი.,Milan.
მიუნხენი.,Munich.
კავკასიის საერთაშორისო უნივერსიტეტში.,Caucasus International University.
ბორის ჯონსონმა.,Boris Johnson.
ბრიტანეთის საბჭო.,British Council.
თბილისის საერთაშორისო კინოფესტივალის.,Tbilisi International Film Festival.
iPhone.,iPhone.
სვანეთის.,Svaneti.
სიღნაღი.,Sighnaghi.
გვერდი 1 1.,Page 11.
კრედო ბანკის.,Credo Bank.
შრი ლანკა.,Sri Lanka.
MW.,MW.
Naruto.,Naruto.
ევროსტატის.,Eurostat.
NVIDIA.,NVIDIA.
პროკურატურის.,the Prosecutor 's Office.
სილვიო.,Silvio.
Philadelphia.,Philadelphia.
IRC.,IRC.
მაკაო.,Macau.
Kaspersky.,Kaspersky.
გონიოს.,Gonio.
ფონდი.,Fund.
Apple Pay.,Apple Pay.
საბჭოს.,HCOJ.
Braunschweig.,Braunschweig.
ხელვაჩაურის.,Khelvachauri.
OnePlus.,OnePlus.
Microsoft Outlook.,Microsoft Outlook.
Verona.,Verona.
Casino.,Casino.
გაიანა.,Guyana.
თიანეთის.,Tianeti.
EWMI ACCESS.,EWMI ACCESS.
Train.,Hungary Train.
DICE.,DICE.
სამეფო.,Kingdom.
ჯგუფი.,Group.
მალდივის.,Maldives.
Silver Oak.,Silver Oak.
NPP.,NPP.
მოზამბიკი.,Mozambique.
Adobe Flash Server.,Adobe Flash Server.
Hecht.,Hecht.
სურათი Hyundai.,Photo Hyundai.
ბრიტნი.,Britney.
Michigan.,Michigan.
სახლი.,Residential House.
ჩვენი.,Our 3D Adult Games.
Tanya.,Tanya.
Nice.,Nice.
Saya.,Saya.
Thor Thunderstruck for.,Thor Thunderstruck.
ისანი.,Isani.
Pinnacle Studio.,Pinnacle Studio.
Caterpillar.,Caterpillar.
მაკედონიური.,Macedonian.
ვენესუელის.,Venezuelan.
OEM  ODM.,OEM  ODM.
Wolf.,Wolf.
NPACK.,NPACK.
Lima.,Lima.
PVC.,PVC.
Hunan.,Hunan.
Changsha.,Changsha.
ნოვოსიბირსკის.,Novosibirsk.
Rachel.,Rachel.
ლისაბონის.,Lisbon.
Lake Como.,Lake Como.
ICOM.,ICOM.
ტყიბულის.,Tkibuli.
ASI.,ASI.
Yinzhou.,Yinzhou.
Flash.,Flash.
Express.,Express.
Taxsee.,Taxsee.
Calvin Klein.,Calvin Klein.
დასავლეთ ევროპაში.,Western Europe.
BPI.,BPI.
ზესტაფონის.,Zestaponi.
Kevin.,Kevin.
VA.,VA.
Kansas.,Kansas.
ი Shamrock.,Shamrock.
ბენინი.,Benin.
ქვევრის.,Qvevri.
Vodafone.,Vodafone.
Cellucor.,Cellucor.
ომანი.,Oman.
Armani.,Armani.
ავტორ  ებ.,Author  s.
AUDUSD.,AUDUSD.
Zagreb.,Zagreb.
ჩამოტვირთვა.,Mt Adams.
ნინოწმინდის.,Ninotsminda.
საიტის.,Site.
Masteron.,Masteron.
დავით ბერნსტაინ ი.,David Bernstein.
არჩილ ტატუნაშვილის.,Archil Tatunashvili.
სახაზინო.,Treasury.
იაპონური.,Japanese.
Wi - Fi.,Wi - Fi.
ჰარი.,Harry Potter.
გრიგოლ ლილუაშვილმა.,Grigol Liluashvili.
საარჩევნო ადმინისტრაციის.,Election Administration.
Asheville.,Asheville.
UM.,UM.
Forex EA.,Forex EA.
დიდმკერდიანი Brunette.,Bigtit Brunette.
სან ანტონიო.,San Antonio.
Holmsjön.,Holmsjön.
NYC.,NYC.
Hanover -,Hanover.
საკრებულოს.,Sakrebulo.
კრწანისის.,Krtsanisi.
ლენინის.,Lenin.
DSP.,DSP.
ბათუმი > სასტუმროები.,Batumi > Hotels.
გაზაფხულის ფესტივალი.,Spring Festival.
Tennessee.,Tennessee.
ალბომების სია.,Album list.
Uber.,Uber.
GWP.,GWP.
GIZ.,GIZ.
ბორის პასტერნაკის.,Boris Pasternak.
ბორის პასტერნაკი.,Boris Pasternak.
Carrefour.,Carrefour.
ატიკა.,Attica.
CB.,CB.
Liverpool.,Liverpool.
კორსიკ ა Ferries.,Corsica Ferries.
Corsair.,Corsair.
LAG.,LAG.
Poole.,Poole.
Dasha.,Dasha.
ენერგია და ენერგია.,Power Energy.
Guozhan.,Guozhan.
ცენტრალური საპარლამენტო საარჩევნო კომისიის.,the Central Parliamentary Election Commission.
GPC.,GPC.
ევროპარლამენტი.,The European Parliament.
ტრინიდადი.,Trinidad.
Holtop.,Holtop.
მარტინ შულცთან.,Martin Schulz.
ზამენჰოფი.,Zamenhof.
გალის.,Gali.
აყვავებული ბუჩქების.,Flowering Shrubs.
Arkansas.,Arkansas.
მსოფლიოს ფედერაცია.,World Federation.
Symantec.,Symantec.
FSX  P3D.,FSX  P3D.
Zahi Hawass.,Zahi Hawass.
რუკიდან ელ - ფოსტის ფილტრი მენეჯერი.,the Junk Email Filter Manager.
ტერეზა მაისი.,Theresa May.
Mallorca.,Mallorca.
ასპინძის.,Aspindza.
Microsoft Azure.,Microsoft Azure.
FS2004.,FS2004.
CCNICEC.,CCNICEC.
სომეხთა ეპარქიის.,the Armenian Diocese.
CNRS.,CNRS.
Plymouth.,Plymouth.
P O Ferries.,P O Ferries.
UP200St.,UP200St.
ნიკანორი.,Nicanor.
Azure.,Azure.
აკვარიუმის თევზი Corydoras.,Aquarium Fish Corydoras.
Folkestone.,Folkestone.
DressLink.,DressLink.
Qinin.,Qinin.
ლაშა ჭაღიაშვილის გუნდმა.,Lasha Chaghiashvili.
ელ.,VaKe Park.
Archivmeldungen აირჩიეთ თვე.,Archivmeldungen Select Month.
მოდა და სილამაზის.,Fashion Beauty.
Lampedusa.,Lampedusa.
Grimaldi ხაზები.,Grimaldi Lines.
EU ევროკომისია.,EU European Commission.
Larvik.,Larvik.
TRELLEBORG.,Trelleborg.
VialTweeter.,VialTweeter.
დავით ჭყონია.,David Tchkonia.
iSpyoo.,iSpyoo.
Winstrol.,Winstrol.
აფგან მუხთარლის.,Afgan Mukhtarli.
Pyeongtaek.,Pyeongtaek.
Grandi Navi Veloci Ferries.,Grandi Navi Veloci Ferries.
იუდა.,Judas.
Luvyle.,Luvyle.
Lincoln.,Lincoln.
ეროვნული ბანკის.,Riksbank.
ლუი აგუ.,Louis Auge.
Amanda Peet.,Amanda Peet.
Shell.,Shell.
New York Times.,New York Times.
UEFA.,UEFA.
გერმანიი.,Germany.
საფრანგეთშ.,France.
ლონდონშ.,London.
შვეიცარიაშ.,Switzerland.
აზერბაიჯანისა.,Azerbaijan.
ევროკავშირისა.,the European Union.
ჰოლანდიაში.,Holland.
ჩრდილოეთ ამერიკა.,North America.
არგენტინაში.,Argentina.
გერმანელი.,German.
საუდის არაბეთის.,Saudi Arabia.
ტუნისის.,Tunisia.
ტაჯიკეთის.,Tajikistan.
ქობულეთი.,Kobuleti.
გაერთიანებულ სამეფოში.,the United Kingdom.
ბუქარესტის.,Bucharest.
ჩეხეთში.,Czech Republic.
სამსახური.,Service.
ეთიოპურ ი.,Ethiopian.
წლის საქართველოს სახალხო დამცველმა.,the Public Defender of Georgia.
ეკვადორის.,Ecuador.
ნიკორა.,Nikora.
სააგენტო.,Agency.
პალესტინა.,Palestine.
გლდანი.,Gldani.
საქართველოს პარლამენტს.,the Parliament of Georgia.
მავრიტანიის.,Mauritania.
Word Press.,WordPress.
ადამიანის უფლებათა ცენტრის.,Human Rights Center.
საწყისი.,Home  PRODUCTS.
კლიენტს.,Client.
კოსოვო.,Kosovo.
ჯგუფის.,Group.
ევროპარლამენტმა.,The European Parliament.
Nero.,Nero.
დავით ტვილდიანის სამედიცინო უნივერსიტეტის.,David Tvildiani Medical University.
ფილიპინების.,Philippine.
სტატისტიკის ეროვნული სამსახურის „საქსტატი.,National Statistics Office of Georgia.
მიშა.,Misha.
ანდორა.,Andorra.
Benjamin.,Benjamin.
IMF.,IMF.
საახალწლო.,New Year 's Eve.
CFA.,CFA.
აჭარის.,Adjara.
Light Image Resizer.,Light Image Resizer.
Cox.,Cox.
ამერიკის შეერთებული შტატები.,United States of America.
იემენის.,Yemen.
New Orleans.,New Orleans.
მიტროპოლიტის მუნიციპალიტეტის.,Metropolitan Municipality.
ანტიდასავლური.,anti-Western.
შექსპირის.,Shakespeare.
,English.
მაიკ.,Mike.
ATC.,ATC.
Antalya.,Antalya.
ბიას.,BIA.
მამუკა ბახტაძემ.,Mamuka Bakhtadze.
TLCBet.,TLCBet.
Tyler.,Tyler.
Faye.,Faye.
Porsche.,Porsche.
Mumbai.,Mumbai.
იუსტიციის სამინისტროს.,the Ministry of Justice.
NFL.,NFL.
აღმოსავლეთ ევროპის.,East European.
ბალკანეთის.,Balkans.
ISIS.,ISIS.
Martin.,Martin.
ევროპის ამერიკის.,Europe America.
Hans Kottke წარწერები.,Hans Kottke.
Saul.,Saul.
Volvo.,Volvo.
Briggs and.,Briggs.
სლავების.,Slavs.
აღმოსავლეთ.,East.
ჩხოროწყუს.,Chkhorotsku.
CMS.,CMS.
იურიდიული დახმარების სამსახური.,Legal Aid Service.
სკანდინავიაში.,Scandinavia.
IEC.,IEC.
Ubisoft.,Ubisoft.
მაქსიმალური სიმძლავრე.,Max Power.
Charles.,Charles.
იტალიელები.,Italians.
DNC.,DNC.
Liberec რეგიონში.,the Liberec region.
Montreal.,Montreal.
Longhua.,Longhua.
SP2.,SP2.
Virginia.,Virginia.
Fortune.,Fortune.
Li - Ion.,Li - Ion.
Koh Rong.,Koh Rong.
Flekosteel.,Flekosteel.
AC კომუნალური სატვირთო.,AC Utility Truck.
Nolvadex.,Nolvadex.
საბჭოთა.,Soviets.
რობერტ.,Robert.
Koowheel.,Koowheel.
Lille.,Lille.
AI.,AI.
